species	WGS_kraken2_kraken2_standard_ONT_ZMB1	WGS_kraken2_kraken2_standard_NovaSeq_ZMB1	WGS_kraken2_kraken2_standard_MySeq_ZHMW4	WGS_kraken2_kraken2_standard_MySeq_ZHMW3	WGS_kraken2_kraken2_standard_MySeq_ZHMW2	WGS_kraken2_kraken2_standard_MySeq_ZHMW1	WGS_kraken2_kraken2_standard_MySeq_Q4	WGS_kraken2_kraken2_standard_MySeq_Q3	WGS_kraken2_kraken2_standard_MySeq_Q2	WGS_kraken2_kraken2_standard_MySeq_Q1	WGS_kraken2_kraken2_standard_MySeq_MN4	WGS_kraken2_kraken2_standard_MySeq_MN3	WGS_kraken2_kraken2_standard_MySeq_MN2	WGS_kraken2_kraken2_standard_MySeq_MN1	WGS_kraken2_kraken2_standard_MySeq_I4	WGS_kraken2_kraken2_standard_MySeq_I3	WGS_kraken2_kraken2_standard_MySeq_I2	WGS_kraken2_kraken2_standard_MySeq_I1
Chitinophaga_sp._LS1	2	1	0	2	0	2	2	1	4	3	0	0	2	2	1	0	1	0
Chitinophaga_sp._XS-30	10	95	1	1	5	9	0	2	1	1	6	4	3	16	1	0	7	6
Chlamydia_caviae	13	13	0	0	0	0	0	0	0	0	1	0	1	3	1	5	5	2
Chlamydia_gallinacea	0	2	0	1	1	0	0	0	0	0	1	0	1	4	1	1	2	2
Chlamydia_pecorum	9	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Chlamydia_serpentis	1	1	0	0	1	0	0	0	3	0	2	0	0	5	0	0	0	1
Chlamydia_suis	0	0	1	0	0	2	0	0	0	0	1	1	2	0	0	2	0	1
Chloracidobacterium_aggregatum	12	10	0	1	1	0	0	0	0	1	0	0	2	1	0	1	1	0
Chloracidobacterium_validum	1	2	0	0	3	0	2	0	0	0	0	1	0	0	0	0	1	0
Chlorobaculum_limnaeum	0	13	0	0	0	0	2	2	3	4	0	0	0	3	0	1	2	0
Chlorobaculum_parvum	9	5	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1
Chlorobium_limicola	12	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Chlorobium_phaeobacteroides	2	12	0	1	1	0	1	0	0	0	1	0	2	3	1	2	2	1
Chloroflexus_aurantiacus	1	2	1	1	1	0	2	1	2	1	2	2	2	5	4	1	3	1
Chondrinema_litorale	21	12	4	3	4	4	7	6	3	8	4	4	9	9	6	8	13	6
Chondromyces_crocatus	30	183	8	12	22	19	2	1	0	0	12	9	19	32	9	9	31	3
Chordicoccus_furentiruminis	436	519	71	77	103	110	7	5	2	2	60	51	133	177	56	49	150	77
Christensenella_minuta	114	175	16	15	27	21	2	1	1	2	16	14	25	34	19	15	39	16
Christiangramia_echinicola	9	4	0	2	0	0	0	0	0	0	1	0	5	5	0	0	4	1
Christiangramia_flava	6	22	2	0	0	3	0	0	0	0	1	1	3	1	0	4	6	1
Christiangramia_forsetii	4	19	0	1	1	1	0	2	1	5	1	2	2	2	0	0	4	1
Christiangramia_fulva	13	51	1	1	0	0	0	0	0	0	0	0	2	4	1	0	4	1
Christiangramia_salexigens	82	44	0	1	3	1	0	1	1	2	0	1	8	13	3	2	12	4
Christiangramia_sp._OXR-203	30	7	2	1	5	1	0	0	0	0	4	3	1	6	2	7	10	5
Chromobacterium_amazonense	5	7	5	3	1	0	1	2	0	2	4	3	5	7	2	3	3	2
Chromobacterium_phragmitis	7	53	4	12	11	11	3	2	0	2	9	6	12	17	4	7	29	4
Chromobacterium_rhizoryzae	3	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chromobacterium_sp._IIBBL_290-4	0	16	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0
Chromobacterium_violaceum	1	1	0	3	1	0	0	0	0	1	1	1	2	0	0	0	0	0
Chromohalobacter_salexigens	1	3	2	1	1	1	4	1	1	1	1	2	2	5	2	2	4	1
Chroococcidiopsis_sp._CCMEE_29	22	14	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0
Chryseobacterium_arthrosphaerae	17	12	4	4	5	5	3	5	7	10	1	7	9	6	5	7	11	5
Chryseobacterium_aureum	8	12	0	2	1	1	0	0	0	0	0	0	0	4	0	1	2	2
Chryseobacterium_balustinum	4	0	0	0	0	0	1	2	2	5	0	1	0	1	0	0	1	1
Chryseobacterium_bernardetii	39	9	3	0	1	2	3	3	7	9	3	1	5	4	1	3	9	2
Chryseobacterium_camelliae	33	5	5	1	6	5	12	31	14	16	4	6	8	6	4	8	15	7
Chryseobacterium_capnotolerans	15	11	2	0	0	0	0	0	1	1	2	0	1	1	1	2	3	0
Chryseobacterium_carnipullorum	7	30	3	3	8	11	2	5	2	2	3	3	3	13	5	6	11	5
Chryseobacterium_cucumeris	2	67	7	6	8	13	0	0	0	1	1	5	18	11	4	7	24	9
Chryseobacterium_daecheongense	11	22	1	0	0	1	0	1	0	1	0	1	0	1	1	0	2	0
Chryseobacterium_faecale	0	11	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	1
Chryseobacterium_gallinarum	18	29	1	1	0	2	1	2	1	0	0	1	3	3	2	0	4	3
Chryseobacterium_gambrini	15	21	1	0	0	2	7	2	7	7	0	2	5	8	2	2	5	5
Chryseobacterium_glaciei	23	1	0	1	1	0	2	1	0	2	0	0	3	2	1	0	2	0
Chryseobacterium_gleum	11	10	2	1	1	1	2	1	1	1	1	4	3	4	3	1	2	5
Chryseobacterium_indologenes	43	58	19	18	21	26	4	5	3	8	15	15	32	34	14	25	68	26
Chryseobacterium_indoltheticum	17	21	15	5	10	11	3	11	5	5	8	10	15	15	12	9	41	17
Chryseobacterium_joostei	16	10	1	0	4	2	2	1	0	1	0	1	2	0	0	3	2	0
Chryseobacterium_lactis	7	15	1	2	1	1	3	2	0	1	8	6	4	12	1	8	12	8
Chryseobacterium_manosquense	20	21	1	3	5	2	5	6	3	5	3	3	3	6	1	4	12	4
Chryseobacterium_nakagawai	4	1	0	1	0	0	0	1	1	3	0	0	0	0	0	0	1	0
Chryseobacterium_oranimense	5	20	1	0	3	1	0	0	0	0	2	1	1	10	1	4	8	2
Chryseobacterium_oryzae	24	136	10	8	8	10	4	3	3	3	7	13	24	23	12	16	14	10
Chryseobacterium_paludis	36	94	1	0	1	0	0	3	1	1	0	2	0	4	0	0	2	0
Chryseobacterium_piperi	5	8	0	0	0	0	0	0	3	4	1	1	2	4	0	2	1	2
Chryseobacterium_rhizoplanae	12	2	0	0	0	1	0	0	1	1	0	2	2	4	2	2	5	3
Chryseobacterium_salivictor	6	3	0	4	4	0	0	0	1	1	4	1	2	2	0	1	2	1
Chryseobacterium_shandongense	29	7	1	0	0	3	1	7	4	8	7	3	8	10	3	3	14	4
Chryseobacterium_sp.	130	165	2	2	3	2	2	1	3	0	2	4	3	10	6	6	8	5
Chryseobacterium_sp._3008163	2	0	0	0	1	0	1	0	0	1	0	3	4	5	3	3	9	2
Chryseobacterium_sp._6424	5	5	2	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0
Chryseobacterium_sp._G0162	2	16	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0
Chryseobacterium_sp._G0186	5	2	0	0	0	0	0	1	0	2	0	0	1	1	0	0	2	0
Chryseobacterium_sp._G0201	2	1	0	0	0	0	2	3	1	1	0	1	3	0	1	0	2	1
Chryseobacterium_sp._IHB_B_17019	31	20	2	4	3	4	0	1	0	1	6	5	3	10	3	4	9	2
Chryseobacterium_sp._JJR-5R	31	28	2	3	9	4	0	0	0	2	5	4	10	8	16	7	12	14
Chryseobacterium_sp._JV274	2	82	6	7	9	12	0	0	0	0	9	8	11	25	6	9	28	12
Chryseobacterium_sp._LJ668	45	41	6	3	3	4	1	1	0	0	6	6	9	9	4	3	7	4
Chryseobacterium_sp._MA9	53	18	8	14	10	14	0	2	3	1	7	5	11	14	4	5	18	6
Chryseobacterium_sp._MEBOG06	25	3	0	0	0	1	1	2	2	0	2	0	0	0	0	1	1	0
Chryseobacterium_sp._MEBOG07	16	20	0	4	2	4	3	2	3	4	2	2	6	7	2	5	5	2
Chryseobacterium_sp._MMS21-Ot14	5	9	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0
Chryseobacterium_sp._POL2	33	18	1	0	2	0	0	0	0	3	0	1	1	1	0	3	3	1
Chryseobacterium_sp._SNU_WT5	8	7	1	2	2	3	0	4	0	1	3	0	0	3	0	0	1	1
Chryseobacterium_sp._StRB126	9	1	1	0	0	1	0	1	0	1	0	2	2	2	0	0	0	0
Chryseobacterium_sp._T16E-39	21	46	5	5	9	8	1	2	2	1	15	8	9	23	6	13	34	16
Chryseobacterium_sp._wdc7	1	2	2	2	2	4	1	1	1	0	2	0	1	1	1	2	6	0
Chryseobacterium_sp._Y16C	5	16	1	1	0	3	1	2	0	0	0	0	2	3	2	2	3	1
Chryseobacterium_sp._ZHDP1	4	0	0	2	1	2	4	5	1	4	1	0	2	0	0	1	4	1
Chryseobacterium_suipulveris	64	35	1	2	1	4	4	5	4	1	3	5	5	2	2	3	7	4
Chryseobacterium_taklimakanense	29	34	1	2	0	0	1	2	1	1	0	4	3	8	1	1	11	2
Chryseobacterium_turcicum	6	9	6	4	6	3	8	7	0	3	9	3	11	19	5	8	26	10
Chryseolinea_soli	13	8	3	0	0	1	2	1	2	2	0	0	0	0	1	1	2	0
Chrysochromulina_parva_virus	9	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0
Chthonomonas_calidirosea	2	7	1	0	1	1	0	1	0	1	3	1	0	3	0	0	2	0
Citricoccus_muralis	5	16	0	0	0	2	0	0	0	0	0	0	0	1	1	0	2	0
Citricoccus_sp._I39-566	7	99	1	1	0	0	1	0	1	0	0	0	1	2	2	0	1	0
Citricoccus_sp._SGAir0253	8	102	4	3	9	5	0	0	0	0	10	12	7	31	8	9	14	5
Citrifermentans_bemidjiense	2	32	2	1	0	1	0	0	0	0	0	1	1	3	0	0	2	1
Citrifermentans_bremense	19	15	0	0	2	5	0	0	0	0	0	1	2	3	2	1	3	0
Citrobacter_arsenatis	19	21	0	1	0	0	0	0	0	0	2	0	1	0	1	0	0	2
Citrobacter_farmeri	17	41	0	0	0	0	1	1	0	2	1	0	0	0	0	1	1	0
Citrobacter_freundii	6	2	5	12	7	9	0	2	1	1	2	2	4	5	6	2	9	2
Citrobacter_koseri	3	2	0	0	0	0	0	1	1	2	1	0	0	0	0	1	1	0
Citrobacter_portucalensis	2	1	3	4	4	1	1	0	0	0	2	1	6	10	0	1	3	0
Citrobacter_sp._R56	2	1	1	0	0	2	0	1	0	1	0	0	0	1	0	0	3	0
Citrobacter_sp._RHB25-C09	11	2	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0
Citrobacter_sp._S171	4	10	0	0	1	1	1	0	0	1	0	0	0	1	0	0	1	0
Claveliimonas_bilis	8661	9319	1383	1707	1706	1757	69	69	41	53	1865	1616	2833	4656	1980	2071	5241	2425
Clavibacter_capsici	3	20	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0
Clavibacter_michiganensis	13	10	1	3	1	1	0	0	0	1	2	1	1	4	0	4	4	2
Clavibacter_nebraskensis	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clavibacter_sepedonicus	0	15	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
Clavibacter_zhangzhiyongii	26	47	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
Cloacibacillus_porcorum	19	19	1	5	5	2	3	6	0	1	2	0	3	12	2	1	3	3
Cloacibacterium_caeni	10	26	7	6	7	16	0	0	0	0	13	15	29	21	17	16	37	16
Cloacibacterium_normanense	5	2	0	1	0	0	1	1	0	1	0	0	0	0	1	0	1	0
Cloacibacterium_sp._TD35	5	52	3	3	3	11	0	1	0	1	3	5	9	10	1	5	13	9
Clostridioides_difficile	4804	10260	552	785	899	669	138	187	94	156	859	732	1335	2147	854	972	2238	1085
Clostridioides_sp._ES-S-0107-01	60	45	1	0	3	0	0	0	0	0	8	4	5	18	8	12	16	9
Clostridium_aceticum	123	179	21	11	15	17	2	9	5	2	23	15	31	41	36	24	51	27
Clostridium_acetobutylicum	112	118	15	22	20	23	9	18	13	20	33	25	42	64	22	39	83	30
Clostridium_argentinense	237	217	4	20	27	10	27	60	26	52	33	31	50	87	41	37	87	33
Clostridium_autoethanogenum	8	5	0	0	1	0	0	0	0	0	2	3	3	9	1	6	4	7
Clostridium_baratii	6352	27472	36	37	79	27	47	114	62	69	96	82	177	150	78	82	179	89
Clostridium_beijerinckii	285	401	25	29	50	30	28	57	30	52	70	83	136	175	88	106	234	88
Clostridium_bornimense	133	368	36	33	55	28	18	44	20	30	55	49	88	118	65	65	131	65
Clostridium_botulinum	1313	2296	89	124	166	107	76	141	84	119	157	158	280	395	174	181	459	200
Clostridium_butyricum	164	202	25	48	138	17	43	77	40	56	116	120	231	209	66	75	165	102
Clostridium_cadaveris	236	327	32	42	48	27	42	47	38	47	71	65	94	129	58	68	174	62
Clostridium_carboxidivorans	219	123	24	31	21	25	4	7	6	8	20	21	46	48	31	28	81	36
Clostridium_cellulovorans	124	154	25	25	24	16	8	24	20	16	37	21	56	71	28	50	76	28
Clostridium_chauvoei	84	144	24	16	51	25	23	27	15	15	49	80	119	129	44	71	118	81
Clostridium_cochlearium	41	66	7	8	10	10	3	8	11	14	17	12	21	33	14	11	31	16
Clostridium_diolis	3	5	3	4	2	5	0	2	1	0	0	0	2	4	2	3	9	1
Clostridium_drakei	23	33	11	4	11	8	5	11	9	15	10	7	13	21	17	11	23	13
Clostridium_estertheticum	402	520	34	47	67	47	34	67	51	65	98	80	141	211	109	108	283	109
Clostridium_felsineum	97	202	15	18	23	17	32	32	36	32	32	34	70	62	36	38	103	53
Clostridium_fermenticellae	103	91	5	9	8	4	2	7	4	7	9	14	13	25	16	14	21	10
Clostridium_formicaceticum	68	97	16	10	10	16	5	9	7	6	11	17	23	41	16	20	45	20
Clostridium_gasigenes	86	124	23	27	43	22	15	32	20	27	61	53	105	109	46	83	132	59
Clostridium_gelidum	101	168	21	27	45	35	31	56	30	36	47	54	97	137	57	71	168	60
Clostridium_intestinale	118	184	26	26	40	44	25	42	27	42	59	43	93	117	61	56	154	62
Clostridium_isatidis	172	262	31	41	57	43	13	22	19	25	68	60	138	146	80	89	181	97
Clostridium_kluyveri	238	206	24	35	56	34	9	30	16	17	46	34	81	83	39	44	130	54
Clostridium_ljungdahlii	8	4	0	1	1	2	4	8	5	5	1	2	2	2	1	6	2	2
Clostridium_manihotivorum	228	261	12	15	39	20	15	10	10	12	24	22	56	64	29	39	80	45
Clostridium_novyi	93	227	13	11	27	9	8	15	16	9	16	14	41	66	36	33	60	32
Clostridium_pasteurianum	270	340	28	34	48	37	26	38	21	42	56	54	73	145	65	83	173	75
Clostridium_perfringens	12405	58380	85	108	251	127	75	212	84	99	1322	960	2587	2308	381	449	968	530
Clostridium_saccharobutylicum	144	119	17	25	40	25	26	45	17	33	40	33	86	125	59	59	134	69
Clostridium_saccharoperbutylacetonicum	414	695	49	43	74	53	44	63	44	48	89	95	147	178	110	110	223	125
Clostridium_scatologenes	76	121	3	6	5	2	6	13	10	10	10	12	16	30	17	18	42	11
Clostridium_septicum	140	135	12	35	41	21	24	49	33	39	67	58	104	135	53	66	142	58
Clostridium_sp._001	28	39	5	4	7	4	6	11	7	12	13	13	18	20	12	21	30	12
Clostridium_sp._16K-1-R1	9	26	0	0	0	0	0	0	0	0	1	2	1	0	0	0	4	0
Clostridium_sp._AWRP	29	29	6	6	7	4	5	4	7	8	7	5	11	30	11	16	32	8
Clostridium_sp._BJN0001	248	440	34	26	65	33	19	31	29	33	54	41	78	138	59	50	127	61
Clostridium_sp._BNL1100	107	136	15	15	22	20	5	8	5	6	20	16	26	49	19	22	61	19
Clostridium_sp._C1	220	362	96	104	112	110	20	27	11	24	210	185	306	592	465	415	1006	507
Clostridium_sp._CM027	2	7	0	0	3	1	2	5	2	4	0	1	0	1	0	1	1	1
Clostridium_sp._'deep_sea'	22	18	1	2	7	5	9	6	5	9	12	4	10	19	11	17	23	6
Clostridium_sp._DL-VIII	180	244	24	35	60	41	25	34	32	32	46	59	69	128	63	55	107	68
Clostridium_sp._JN-1	154	168	12	18	18	17	11	17	25	23	34	29	52	58	35	27	91	47
Clostridium_sp._JN-9	116	157	18	13	27	10	5	24	6	15	20	19	48	54	28	33	73	29
Clostridium_sp._JS66	110	103	18	17	16	17	5	9	11	13	29	17	38	55	18	30	59	39
Clostridium_sp._LQ25	7	4	1	0	3	0	0	1	2	2	5	1	7	8	2	4	13	3
Clostridium_sp._M62/1	9928	8788	985	1329	2307	1352	122	93	55	88	726	786	1729	1802	531	598	1583	613
Clostridium_sp._MB40-C1	91	220	34	21	43	42	14	45	24	33	70	66	92	111	63	64	169	70
Clostridium_sp._MD294	351	441	60	64	93	74	15	11	11	19	68	80	132	193	84	99	239	126
Clostridium_sp._MF28	12	18	0	0	1	1	0	1	0	0	3	2	6	4	4	3	5	2
Clostridium_sp._OS1-26	151	265	22	26	56	27	32	44	36	41	30	35	59	86	48	50	113	78
Clostridium_sp._SY8519	806	1241	106	141	146	195	14	8	5	3	140	120	208	338	122	118	345	212
Clostridium_sporogenes	144	304	14	29	27	27	15	21	14	17	42	53	80	118	39	51	138	70
Clostridium_taeniosporum	208	150	17	19	37	27	10	15	7	12	37	48	67	107	47	49	122	56
Clostridium_tagluense	60	148	17	21	29	13	11	21	22	25	26	23	31	63	23	28	72	22
Clostridium_tetani	127	183	21	16	30	24	16	43	19	29	52	40	83	92	69	55	151	56
Clostridium_thermarum	279	474	22	27	39	28	6	13	9	13	25	30	64	71	38	32	105	49
Clostridium_tyrobutyricum	87	128	10	11	9	14	9	17	9	9	19	13	33	48	20	16	39	21
Cnuibacter_physcomitrellae	8	26	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
Cobetia_sp._4B	0	55	0	3	3	1	0	0	0	0	0	0	2	9	1	0	2	2
Cobetia_sp._L2A1	12	20	2	0	1	1	1	0	0	0	3	2	3	3	1	0	3	0
Cognatishimia_activa	8	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cohaesibacter_sp._ES.047	4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cohnella_abietis	10	48	0	1	0	3	1	1	0	1	2	1	5	9	3	4	7	3
Cohnella_candidum	6	24	3	7	6	12	1	2	1	2	4	4	2	9	0	2	6	1
Cohnella_cholangitidis	40	44	1	0	0	0	0	0	0	0	2	2	2	5	4	1	3	2
Cohnella_herbarum	22	9	2	0	0	2	0	1	0	0	1	5	1	7	3	1	5	1
Cohnella_sp._LGH	38	56	20	21	21	26	1	0	0	0	23	16	40	51	26	28	57	19
Collimonas_arenae	4	18	2	1	0	0	0	1	4	1	4	1	0	4	4	0	2	0
Collimonas_pratensis	6	5	1	0	1	0	2	0	2	0	0	0	0	2	1	2	2	1
Collinsella_aerofaciens	9317	70973	1425	2520	2819	3134	123	66	45	74	3390	2635	3897	12331	2633	3387	7914	3475
Collinsella_sp._zg1085	119	1432	11	31	35	39	2	1	0	0	48	25	50	137	24	34	113	46
Collinsella_stercoris	51061	300842	6302	11008	12243	14301	513	250	148	288	15198	11414	16843	53651	11982	15080	35715	15025
Colwellia_psychrerythraea	7	2	1	0	0	1	0	8	0	2	0	1	0	3	1	1	1	0
Colwellia_sp._20A7	16	2	1	3	0	1	1	1	0	1	9	3	1	8	5	4	4	6
Colwellia_sp._Arc7-635	13	1	0	0	0	0	0	5	4	3	0	0	1	0	0	0	0	0
Colwellia_sp._Arc7-D	1	1	0	0	2	0	0	3	1	3	0	0	3	1	3	2	2	0
Colwellia_sp._M166	9	13	1	0	2	1	0	2	0	1	1	1	4	3	2	2	7	2
Colwellia_sp._MT41	6	3	0	1	0	0	1	1	1	2	0	0	0	2	0	0	1	0
Colwellia_sp._PAMC_20917	3	9	0	1	0	1	3	5	0	3	0	1	2	2	2	5	2	3
Colwellia_sp._PAMC_21821	4	3	1	1	1	1	0	0	0	0	0	2	2	2	0	1	1	2
Comamonas_antarctica	5	51	0	1	0	1	3	4	1	2	1	2	2	5	0	2	3	3
Comamonas_aquatica	2	5	1	4	3	2	3	3	1	2	1	3	2	4	0	0	1	1
Comamonas_fluminis	11	139	8	7	3	8	0	0	0	0	6	5	9	18	7	6	11	6
Comamonas_kerstersii	8	10	2	1	3	1	9	7	10	4	2	3	3	6	0	0	6	1
Comamonas_odontotermitis	11	47	0	6	3	5	0	0	0	0	5	2	5	7	7	3	10	2
Comamonas_piscis	2	8	5	5	5	3	0	0	0	0	1	2	6	10	3	3	2	6
Comamonas_serinivorans	4	22	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
Comamonas_sp._B21-038	34	50	1	1	0	1	1	1	1	2	0	0	0	0	1	2	1	0
Comamonas_sp._NLF-1-9	19	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Comamonas_sp._Y33R10-2	0	0	0	0	0	1	2	1	1	0	0	1	0	1	1	0	2	1
Comamonas_sp._ZM22	4	3	3	2	0	0	1	0	0	0	1	2	0	5	0	1	1	1
Comamonas_thiooxydans	4	1	1	4	3	0	4	4	1	4	1	1	3	1	0	0	1	2
Commensalibacter_melissae	3	25	0	4	6	2	0	0	0	1	0	1	3	2	1	0	2	2
Companilactobacillus_alimentarius	11	15	1	2	7	0	1	6	2	3	0	3	8	9	4	3	5	2
Companilactobacillus_allii	46	73	8	3	2	6	2	4	4	1	11	12	17	26	12	17	29	18
Companilactobacillus_crustorum	6	34	0	1	1	0	0	0	0	0	2	0	5	4	2	2	4	2
Companilactobacillus_farciminis	19	64	5	4	1	4	1	3	1	1	6	3	4	9	2	10	16	6
Companilactobacillus_futsaii	3	6	0	1	1	1	4	2	2	1	1	0	4	3	1	2	8	3
Companilactobacillus_ginsenosidimutans	7	11	0	2	0	0	3	0	2	4	1	1	2	6	1	4	5	3
Companilactobacillus_heilongjiangensis	0	3	0	1	0	0	2	4	3	4	1	2	2	1	2	4	3	1
Companilactobacillus_pabuli	2	9	0	2	1	2	5	8	1	3	0	0	0	0	0	0	4	0
Companilactobacillus_paralimentarius	42	25	6	3	3	2	5	8	7	14	3	7	7	13	9	8	21	13
Companilactobacillus_zhachilii	3	2	0	1	2	0	1	5	6	7	1	4	4	1	4	2	8	3
Conexibacter_sp._DBS9H8	4	22	6	6	1	5	1	0	0	0	4	5	8	21	7	4	16	6
Conexibacter_sp._S30A1	4	15	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Conexibacter_sp._SYSU_D00693	9	78	8	1	2	4	0	0	0	0	3	13	1	15	1	1	3	2
Conexibacter_woesei	8	106	19	5	10	9	1	0	1	0	7	14	8	34	6	12	20	8
Congregibacter_litoralis	7	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
Constantimarinum_furrinae	1	28	0	0	0	0	0	1	0	0	2	1	1	1	0	0	2	0
Coprobacter_fastidiosus	43	26	3	6	2	8	13	18	9	11	3	0	8	4	5	2	6	4
Coprobacter_secundus	99	57	2	7	4	15	74	80	49	83	5	3	18	13	7	12	32	8
Coprococcus_catus	2795	5296	421	519	565	508	229	105	33	100	486	488	914	1329	575	595	1560	722
Coprococcus_comes	13535	18513	789	946	917	968	37	44	19	38	1360	1184	1953	3506	1399	1453	3530	1727
Coprococcus_eutactus	681	799	70	77	117	103	2	9	2	3	120	110	183	320	131	144	310	157
Coprococcus_sp._ART55/1	1139	2752	101	100	120	113	7	8	9	5	104	99	152	252	112	137	311	142
Coraliomargarita_akajimensis	4	2	1	1	0	2	3	2	2	2	0	0	0	1	0	0	2	0
Corallococcus_coralloides	4	23	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Corallococcus_macrosporus	12	128	1	3	4	3	0	0	0	0	5	5	6	17	7	4	11	5
Corallococcus_sp._EGB	1	5	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0
Corallococcus_sp._NCRR	3	11	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Coriobacterium_glomerans	853	7093	103	176	178	241	5	3	3	4	237	190	257	870	202	240	538	236
Corynebacterium_accolens	5	97	1	2	4	3	0	0	0	0	1	1	5	15	1	6	10	7
Corynebacterium_ammoniagenes	1	4	3	0	2	3	3	1	0	1	3	0	3	1	4	1	3	0
Corynebacterium_amycolatum	11	93	0	3	6	7	1	0	0	0	1	4	6	22	8	8	9	3
Corynebacterium_appendicis	4	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Corynebacterium_aquatimens	1	20	0	0	1	1	0	0	0	0	1	0	3	5	0	0	0	1
Corynebacterium_aquilae	14	101	3	3	2	3	0	0	0	1	1	1	0	9	1	3	5	4
Corynebacterium_argentoratense	3	19	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1
Corynebacterium_atrinae	6	107	3	10	18	14	3	0	0	0	7	15	15	41	9	4	24	12
Corynebacterium_atypicum	2	18	1	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0
Corynebacterium_aurimucosum	5	18	0	0	2	0	0	0	0	0	2	1	1	5	1	2	2	1
Corynebacterium_auris	7	85	2	3	7	10	1	0	0	0	7	7	9	28	2	10	26	7
Corynebacterium_breve	4	21	0	0	1	1	0	0	1	0	0	0	0	1	0	0	1	0
Corynebacterium_callunae	1	9	1	0	1	2	0	0	0	0	1	1	2	3	1	2	2	2
Corynebacterium_camporealensis	7	9	0	0	0	1	0	2	1	0	0	1	2	4	2	1	1	0
Corynebacterium_canis	54	560	6	7	15	19	1	0	0	0	30	23	36	115	27	21	83	31
Corynebacterium_capitovis	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Corynebacterium_casei	8	10	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	1
Corynebacterium_caspium	2	5	1	1	0	2	0	0	0	0	1	0	0	0	0	0	0	1
Corynebacterium_choanae	10	12	0	1	0	1	0	0	0	0	2	1	1	3	1	0	3	1
Corynebacterium_ciconiae	4	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Corynebacterium_comes	4	7	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0
Corynebacterium_coyleae	16	9	2	1	4	2	0	0	1	1	2	2	1	7	1	5	7	1
Corynebacterium_crudilactis	4	52	0	1	1	0	0	0	1	1	1	2	1	1	1	2	2	1
Corynebacterium_cyclohexanicum	25	85	2	3	2	5	0	0	0	0	6	3	6	19	2	5	16	4
Corynebacterium_diphtheriae	37	31	0	0	0	0	0	0	0	0	2	1	0	4	3	4	6	2
Corynebacterium_doosanense	5	7	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
Corynebacterium_durum	5	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_efficiens	4	16	1	1	0	4	1	0	0	0	0	1	1	1	1	0	0	1
Corynebacterium_endometrii	4	50	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Corynebacterium_falsenii	3	25	2	0	1	3	1	0	1	2	0	2	4	4	1	0	1	3
Corynebacterium_felinum	11	36	0	2	1	0	0	0	1	0	0	0	0	1	0	1	1	0
Corynebacterium_flavescens	3	9	1	0	1	1	0	0	0	0	0	0	0	0	0	2	1	1
Corynebacterium_fournieri	6	58	3	1	4	3	0	0	0	0	3	6	4	17	2	4	3	5
Corynebacterium_freiburgense	76	381	1	5	6	5	0	0	1	0	10	3	13	17	3	3	15	5
Corynebacterium_freneyi	8	17	2	0	4	0	0	0	0	0	0	1	2	3	0	0	0	0
Corynebacterium_gerontici	3	9	1	1	1	0	0	0	0	1	0	1	0	2	0	0	1	1
Corynebacterium_glaucum	3	56	4	7	6	8	1	0	0	1	4	8	7	24	4	10	25	4
